,Movie Title,Year,Age Rating,Duration,Genre,IMDB Rating,Description,Image Links
877,Fantastic Planet,1973,PG,72,"Animation, Sci-Fi            ",7.7,"
On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders.","https://m.media-amazon.com/images/M/MV5BMjE2MGFlNDctNjFkNS00NzBmLTkwMTUtNzZhYzg5ZTZiZjM0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg"
878,Open Your Eyes,1997,R,119,"Drama, Mystery, Sci-Fi            ",7.7,"
A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.","https://m.media-amazon.com/images/M/MV5BYjAyNmFlMzgtZDNiYi00N2FkLTk5YTEtYjMxNDJlMTJkZjg3XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_UX67_CR0,0,67,98_AL_.jpg"
879,Fantasia,1940,G,124,"Animation, Family, Fantasy            ",7.7,"
A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred.","https://m.media-amazon.com/images/M/MV5BMjAxMTI1Njk3OF5BMl5BanBnXkFtZTgwNjkzODk4NTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
880,Night on Earth,1991,R,129,"Comedy, Drama            ",7.7,"
An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.","https://m.media-amazon.com/images/M/MV5BOGNmMjBmZWEtOWYwZC00NGIzLTg0YWItMzkzMWMwOTU4YTViXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
881,Short Cuts,1993,R,188,"Comedy, Drama            ",7.7,"
The day-to-day lives of several suburban Los Angeles residents.","https://m.media-amazon.com/images/M/MV5BMGNmYWM1MDAtNjU1NS00YzA1LTgzZDQtMzIyMTNiNzkyNzBhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg"
882,Cape Fear,1962,Passed,106,"Drama, Thriller            ",7.7,"
A lawyer's family is stalked by a man he once helped put in jail.","https://m.media-amazon.com/images/M/MV5BOWNlMTJmMWUtYjk0MC00M2U4LWI1ODItZDgxNDZiODFmNjc5XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg"
883,Frost/Nixon,2008,R,122,"Biography, Drama, History            ",7.7,"
A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.","https://m.media-amazon.com/images/M/MV5BYTdmMWVmMmEtZTExOS00YzFhLWI3MGUtZDc5MjBhMjNjOWMzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg"
884,Breathless,1960,Not Rated,90,"Crime, Drama            ",7.7,"
A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy.","https://m.media-amazon.com/images/M/MV5BNTAyY2M0YjEtNTQzOS00MTRjLTk2MDgtMTRkMzJkYzU4ZjJlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UY98_CR2,0,67,98_AL_.jpg"
885,Nebraska,2013,R,115,Drama            ,7.7,"
An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.","https://m.media-amazon.com/images/M/MV5BOGQzODdlMDktNzU4ZC00N2M3LWFkYTAtYTM1NTE0ZWI5YTg4XkEyXkFqcGdeQXVyMTA1NTM1NDI2._V1_UX67_CR0,0,67,98_AL_.jpg"
886,Waking Life,2001,R,99,"Animation, Drama, Fantasy            ",7.7,"
A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.","https://m.media-amazon.com/images/M/MV5BMWM0ZjY5ZjctODNkZi00Nzk0LWE1ODUtNGM4ZDUyMzUwMGYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
887,When Marnie Was There,2014,PG,103,"Animation, Drama, Family            ",7.7,"
Due to 12-year-old Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie?","https://m.media-amazon.com/images/M/MV5BZTlmYTJmMWEtNDRhNy00ODc1LTg2OTMtMjk2ODJhNTA4YTE1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR0,0,67,98_AL_.jpg"
888,Invasion of the Body Snatchers,1956,Approved,80,"Drama, Horror, Sci-Fi            ",7.7,"
A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.","https://m.media-amazon.com/images/M/MV5BYTExYjM3MDYtMzg4MC00MjU4LTljZjAtYzdlMTFmYTJmYTE4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
889,Zulu,1964,Not Rated,138,"Drama, History, War            ",7.7,"
Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.","https://m.media-amazon.com/images/M/MV5BYzdlYmQ3MWMtMDY3My00MzVmLTg0YmMtYjRlZDUzNjBlMmE0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
890,Black Narcissus,1947,Not Rated,101,Drama            ,7.7,"
A group of nuns struggle to establish a convent in the Himalayas, while isolation, extreme weather, altitude, and culture clashes all conspire to drive the well-intentioned missionaries mad.","https://m.media-amazon.com/images/M/MV5BMTg3MDQxMzg2OF5BMl5BanBnXkFtZTgwNDY5NTY3MzE@._V1_UX67_CR0,0,67,98_AL_.jpg"
891,Perfect Strangers,2016,Unrated,96,"Comedy, Drama            ",7.7,"
Seven long-time friends meet for dinner. They decide to share their text messages, emails and phone calls. Secrets are unveiled. Harmony trembles.","https://m.media-amazon.com/images/M/MV5BNDQzZmQ5MjItYmJlNy00MGI2LWExMDQtMjBiNjNmMzc5NTk1XkEyXkFqcGdeQXVyNjY1OTY4MTk@._V1_UY98_CR1,0,67,98_AL_.jpg"
892,The African Queen,1951,PG,105,"Adventure, Drama, Romance            ",7.7,"
In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship.","https://m.media-amazon.com/images/M/MV5BYzM3YjE2NGMtODY3Zi00NTY0LWE4Y2EtMTE5YzNmM2U1NTg2XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX67_CR0,0,67,98_AL_.jpg"
893,Happy Together,1997,Not Rated,96,"Drama, Romance            ",7.7,"
A couple take a trip to Argentina but both men find their lives drifting apart in opposite directions.","https://m.media-amazon.com/images/M/MV5BMTc4ODY4MjY2MF5BMl5BanBnXkFtZTcwNTE0MDMzNA@@._V1_UY98_CR1,0,67,98_AL_.jpg"
894,Good Bye Lenin!,2003,R,121,"Comedy, Drama, Romance            ",7.7,"
In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.","https://m.media-amazon.com/images/M/MV5BNzE3YzgzNDgtYmFiMC00ZTIxLTlhNDktMWYwNzFiMTk3NmM0XkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_UY98_CR1,0,67,98_AL_.jpg"
895,The Double Life of Véronique,1991,R,98,"Drama, Fantasy, Music            ",7.7,"
Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.","https://m.media-amazon.com/images/M/MV5BYmE0ZGRiMDgtOTU0ZS00YWUwLTk5YWQtMzhiZGVhNzViMGZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
896,Joint Security Area,2000,Not Rated,110,"Action, Drama, Thriller            ",7.7,"
After a shooting incident at the North-South Korean border DMZ leaves two North Korean soldiers dead, a neutral Swiss and Swedish team investigates what actually happened.","https://m.media-amazon.com/images/M/MV5BMTI1NDA4NTMyN15BMl5BanBnXkFtZTYwNTA2ODc5._V1_UY98_CR1,0,67,98_AL_.jpg"
897,Down by Law,1986,R,107,"Comedy, Crime, Drama            ",7.7,"
Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.","https://m.media-amazon.com/images/M/MV5BNmQ2ZGVlZTctZDllYy00YTVlLTk0ZWEtM2Y4ZjhjNGU0MzU3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg"
898,Key Largo,1948,Approved,100,"Action, Crime, Drama            ",7.7,"
A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.","https://m.media-amazon.com/images/M/MV5BMDFjNjc0N2YtZDQzOC00ODhjLWI0M2QtY2ZmZjU3NWUyYTI2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
899,Wait Until Dark,1967,Not Rated,108,Thriller            ,7.7,"
A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.","https://m.media-amazon.com/images/M/MV5BMTBiNTZmZGEtZDEwNy00MWNmLWIzZjYtOGI1NThmNzZhMjY0XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX67_CR0,0,67,98_AL_.jpg"
900,The Caine Mutiny,1954,Not Rated,124,"Drama, War            ",7.7,"
When a U.S. Naval captain shows signs of mental instability that jeopardises the ship, the first officer is urged to consider relieving him of command.","https://m.media-amazon.com/images/M/MV5BMTQ4ODg4NzA3OV5BMl5BanBnXkFtZTgwMDcwODI5MjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
901,Hedwig and the Angry Inch,2001,R,95,"Comedy, Drama, Music            ",7.7,"
A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.","https://m.media-amazon.com/images/M/MV5BZGY5NWUyNDUtZWJhZi00ZjMxLWFmMjMtYmJhZjVkZGZhNWQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
902,The Little Prince,2015,PG,108,"Animation, Adventure, Drama            ",7.7,"
A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.","https://m.media-amazon.com/images/M/MV5BNjg0OTM5OTQyNV5BMl5BanBnXkFtZTgwNDg5NDQ0NTE@._V1_UY98_CR2,0,67,98_AL_.jpg"
903,Hard Boiled,1992,R,128,"Action, Crime, Thriller            ",7.7,"
A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.","https://m.media-amazon.com/images/M/MV5BM2M1MDMzODEtN2MzZC00NDJmLWJhMTMtNGUxYjM1ZmJlY2RkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg"
904,The Motorcycle Diaries,2004,R,126,"Adventure, Biography, Drama            ",7.7,"
The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.","https://m.media-amazon.com/images/M/MV5BOTNmZTgyMzAtMTUwZC00NjAwLTk4MjktODllYTY5YTUwN2YwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
905,Taste of Cherry,1997,Not Rated,95,Drama            ,7.7,"
An Iranian man drives his car in search of someone who will quietly bury him under a cherry tree after he commits suicide.","https://m.media-amazon.com/images/M/MV5BNDg3Y2Q5YzMtMzNlYy00Y2MxLTkwYjctN2RhNDQ2NzczYWU4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg"
906,Scarface,1932,PG,93,"Action, Crime, Drama            ",7.7,"
An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.","https://m.media-amazon.com/images/M/MV5BYmMxZTU2ZDUtM2Y1MS00ZWFmLWJlN2UtNzI0OTJiOTYzMTk3XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX67_CR0,0,67,98_AL_.jpg"
907,A Man for All Seasons,1966,G,120,"Biography, Drama, History            ",7.7,"
The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.","https://m.media-amazon.com/images/M/MV5BMTRjOTA1NzctNzFmMy00ZjcwLWExYjgtYWQyZDM5ZWY1Y2JlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
908,Dreams,1990,PG,119,"Drama, Fantasy            ",7.7,"
A collection of tales based upon eight of director Akira Kurosawa's recurring dreams.","https://m.media-amazon.com/images/M/MV5BZWY3NDU0ZWUtMDdlYS00NmIwLTg4YjktN2M4YzAxOGZjNmI0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg"
909,The Salesman,2016,PG-13,124,"Drama, Thriller            ",7.7,"
While Ranaa and Emad, a married couple, are participating in a production of ""Death of a Salesman,"" she is assaulted in their new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.","https://m.media-amazon.com/images/M/MV5BMTg2MTc0ODEwOV5BMl5BanBnXkFtZTgwNDAyOTY1MDI@._V1_UY98_CR0,0,67,98_AL_.jpg"
910,The Magdalene Sisters,2002,R,114,Drama            ,7.7,"
Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.","https://m.media-amazon.com/images/M/MV5BMWExODI2ZjUtMTE2MS00NmRkLWJhYzYtYTkyMTFiMzEwMjkzXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UX67_CR0,0,67,98_AL_.jpg"
911,The Lady Vanishes,1938,Not Rated,96,"Mystery, Thriller            ",7.7,"
While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.","https://m.media-amazon.com/images/M/MV5BNjk3YzFjYTktOGY0ZS00Y2EwLTk2NTctYTI1Nzc2OWNiN2I4XkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
912,The Experiment,2001,R,120,"Drama, Thriller            ",7.7,"
For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence.","https://m.media-amazon.com/images/M/MV5BMTAwOTI3MDQ3MDVeQTJeQWpwZ15BbWU2MDgxODM0Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
913,Evil,2003,Not Rated,113,Drama            ,7.7,"
A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back.","https://m.media-amazon.com/images/M/MV5BYTlkZWM0MTctZWVkYy00YWRmLTg4MmUtYzU4ZGFhOWMzMWViXkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_UX67_CR0,0,67,98_AL_.jpg"
914,Adam's Apples,2005,R,94,"Comedy, Crime, Drama            ",7.7,"
A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister.","https://m.media-amazon.com/images/M/MV5BMTU4NTc5NjM5M15BMl5BanBnXkFtZTgwODEyMTE0MDE@._V1_UY98_CR1,0,67,98_AL_.jpg"
915,Marty,1955,Not Rated,90,"Drama, Romance            ",7.7,"
A middle-aged butcher and a school teacher who have given up on the idea of love meet at a dance and fall for each other.","https://m.media-amazon.com/images/M/MV5BMjgxMjQzZDYtNTk4NS00N2FhLWI5ZGQtM2ViOWNlNjYzODdhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
916,The Triplets of Belleville,2003,PG-13,80,"Animation, Adventure, Comedy            ",7.7,"
When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.","https://m.media-amazon.com/images/M/MV5BMWIyMDk0NGQtODEwNi00N2UwLTgyYTYtZDYwNjYzZjY1OTcwXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX67_CR0,0,67,98_AL_.jpg"
917,Confessions,2010,Not Rated,106,"Drama, Thriller            ",7.7,"
A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.","https://m.media-amazon.com/images/M/MV5BYzM2OGQ2NzUtNzlmYi00ZDg4LWExODgtMDVmOTU2Yzg2N2U5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR0,0,67,98_AL_.jpg"
918,The Girl Who Leapt Through Time,2006,TV-PG,98,"Animation, Adventure, Comedy            ",7.7,"
A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own.","https://m.media-amazon.com/images/M/MV5BNjhiN2FjMWUtMDAyMi00ODJkLWE3MDgtODJlYTA1NDk5M2MyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
919,In America,2002,PG-13,105,Drama            ,7.7,"
A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.","https://m.media-amazon.com/images/M/MV5BOGY1YmUzN2MtNDQ3NC00Nzc4LWI5M2EtYzUwMGQ4NWM4NjE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR0,0,67,98_AL_.jpg"
920,Fireworks,1997,Unrated,103,"Crime, Drama, Romance            ",7.7,"
Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions.","https://m.media-amazon.com/images/M/MV5BODk4MzE5NjgtN2ZhOS00YTdkLTg0YzktMmE1MTkxZmMyMWI2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
921,The Purple Rose of Cairo,1985,PG,82,"Comedy, Fantasy, Romance            ",7.7,"
In 1935 New Jersey, a movie character walks off the screen and into the real world.","https://m.media-amazon.com/images/M/MV5BY2E1YWRlNzAtYzAwYy00MDg5LTlmYTUtYjdlZDI0NzFkNjNlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
922,After the Wedding,2006,R,120,Drama            ,7.7,"
A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret.","https://m.media-amazon.com/images/M/MV5BZGI1NzBhZGEtNzM0OC00MjI1LTlkYzUtZjM0N2ExNmY3M2JhXkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_UX67_CR0,0,67,98_AL_.jpg"
923,The Breadwinner,2017,PG-13,94,"Animation, Drama, Family            ",7.7,"
In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family.","https://m.media-amazon.com/images/M/MV5BMWM2MzQ4YTAtMTBkZS00ODA1LWFmNTEtMjEwNzk3ZGJiZDc3XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_UY98_CR0,0,67,98_AL_.jpg"
924,The Muppet Christmas Carol,1992,G,85,"Comedy, Drama, Family            ",7.7,"
The Muppets present their own touching rendition of Charles Dickens' classic tale.","https://m.media-amazon.com/images/M/MV5BN2Y0NWRkNWItZWEwNi00MDNlLWJmZDYtNTkwYzI5Nzg4MjVjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
925,Jules and Jim,1962,Not Rated,105,"Drama, Romance            ",7.7,"
Decades of a love triangle concerning two friends and an impulsive woman.","https://m.media-amazon.com/images/M/MV5BZTM1MTRiNDctMTFiMC00NGM1LTkyMWQtNTY1M2JjZDczOWQ3XkEyXkFqcGdeQXVyMDI3OTIzOA@@._V1_UY98_CR3,0,67,98_AL_.jpg"
926,Love and Death,1975,PG,85,"Comedy, War            ",7.7,"
In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.","https://m.media-amazon.com/images/M/MV5BYTNmM2JjZTUtMzJmMi00OWQ1LTk4MWYtZmE1YTAwYWNlNTliXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg"
927,The Past,2013,PG-13,130,"Drama, Mystery            ",7.7,"
An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce.","https://m.media-amazon.com/images/M/MV5BMTcxNTgzNDg1N15BMl5BanBnXkFtZTgwNjg4MzI1MDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
928,Zelig,1983,PG,79,Comedy            ,7.7,"
""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people.","https://m.media-amazon.com/images/M/MV5BMGUwMjM0MTEtOGY2NS00MjJmLWEyMDAtYmNkMWJjOWJlNGM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
929,The Edge of Heaven,2007,Not Rated,122,Drama            ,7.7,"
A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.","https://m.media-amazon.com/images/M/MV5BMzgxMzYyNzAyOF5BMl5BanBnXkFtZTcwODY5MjY3MQ@@._V1_UY98_CR1,0,67,98_AL_.jpg"
930,Once Upon a Time in Hollywood,2019,R,161,"Comedy, Drama            ",7.6,"
A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.","https://m.media-amazon.com/images/M/MV5BOTg4ZTNkZmUtMzNlZi00YmFjLTk1MmUtNWQwNTM0YjcyNTNkXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
931,Harry Potter and the Sorcerer's Stone,2001,PG,152,"Adventure, Family, Fantasy            ",7.6,"
An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.","https://m.media-amazon.com/images/M/MV5BNmQ0ODBhMjUtNDRhOC00MGQzLTk5MTAtZDliODg5NmU5MjZhXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_UX67_CR0,0,67,98_AL_.jpg"
932,American Psycho,2000,R,102,"Crime, Drama, Horror            ",7.6,"
A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.","https://m.media-amazon.com/images/M/MV5BZTM2ZGJmNjQtN2UyOS00NjcxLWFjMDktMDE2NzMyNTZlZTBiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
933,Saw,2004,R,103,"Horror, Mystery, Thriller            ",7.6,"
Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.","https://m.media-amazon.com/images/M/MV5BM2M1MzI1MWYtYmM2ZC00OWY3LTk0ZGMtNmRkNzU1NzEzMWE5XkEyXkFqcGdeQXVyODUwOTkwODk@._V1_UX67_CR0,0,67,98_AL_.jpg"
